DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
#date+occurred,#admin1+code+x_origin,#admin1+name+x_origin,#admin2+code+x_origin,#admin2+name+x_origin,#admin1+code+x_destination,#admin1+name+x_destination,#admin2+code+x_destination,#admin2+name+x_destination,#affected+displaced,#affected+dispalced+families,#affected+displaced+m+adults,#affected+displaced+f+adults,#affected+dispalced+children
18-08-21,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,42,6,,,
19-08-21,31,Farah,3101,Farah,30,Hirat,3001,Hirat,42,6,,,
19-08-21,30,Hirat,3012,Obe,30,Hirat,3001,Hirat,84,12,,,
19-08-21,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,49,7,,,
20-08-21,9,Baghlan,913,Khost Wa Fereng,3,Parwan,304,Bagram,35,5,,,
20-08-21,31,Farah,3111,Anardara,30,Hirat,3001,Hirat,35,5,,,
20-08-21,21,Ghor,2105,Shahrak,29,Badghis,2901,Qala-e-Naw,33,9,,,
20-08-21,30,Hirat,3006,Pashtunzarghun,30,Hirat,3001,Hirat,91,13,,,
20-08-21,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,536,100,,,
21-08-21,28,Faryab,2805,Almar,30,Hirat,3001,Hirat,49,7,,,
21-08-21,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,39,5,,,
21-08-21,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,312,52,,,
22-08-21,16,Takhar,1601,Taloqan,16,Takhar,1601,Taloqan,1414,202,,,
22-08-21,21,Ghor,2106,Taywarah,30,Hirat,3001,Hirat,126,18,,,
22-08-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,147,21,,,
22-08-21,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,150,25,,,
23-08-21,30,Hirat,3005,Guzara,30,Hirat,3001,Hirat,112,16,,,
23-08-21,1,Kabul,101,Kabul,30,Hirat,3001,Hirat,24,4,,,
23-08-21,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,126,18,,,
24-08-21,3,Parwan,302,Jabalussaraj,1,Kabul,101,Kabul,280,40,,,
24-08-21,32,Hilmand,3211,Baghran,30,Hirat,3001,Hirat,35,5,,,
24-08-21,30,Hirat,3011,Farsi,30,Hirat,3001,Hirat,49,7,,,
24-08-21,30,Hirat,3010,Adraskan,30,Hirat,3001,Hirat,49,7,,,
24-08-21,30,Hirat,3009,Ghoryan,30,Hirat,3001,Hirat,63,9,,,
24-08-21,30,Hirat,3008,Gulran,30,Hirat,3001,Hirat,357,51,,,
24-08-21,30,Hirat,3002,Injil,30,Hirat,3001,Hirat,161,23,,,
24-08-21,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,132,22,,,
24-08-21,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,712,119,,,
25-08-21,32,Hilmand,3201,Lashkargah,30,Hirat,3001,Hirat,21,3,,,
25-08-21,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,168,28,,,
25-08-21,30,Hirat,3013,Kushk-e-Kohna,30,Hirat,3001,Hirat,504,72,,,
25-08-21,21,Ghor,2108,Lal Wa Sarjangal,21,Ghor,2108,Lal Wa Sarjangal,196,28,,,
25-08-21,21,Ghor,2101,Chaghcharan,21,Ghor,2108,Lal Wa Sarjangal,140,28,,,
25-08-21,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,1624,232,,,
25-08-21,21,Ghor,2105,Shahrak,30,Hirat,3001,Hirat,1386,198,,,
25-08-21,31,Farah,3105,Pushtrod,30,Hirat,3001,Hirat,714,102,,,
25-08-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,700,100,,,
25-08-21,28,Faryab,2805,Almar,30,Hirat,3001,Hirat,350,50,,,
26-08-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,210,30,,,
26-08-21,32,Hilmand,3202,Nahr-e-Saraj,30,Hirat,3001,Hirat,35,5,,,
26-08-21,29,Badghis,2907,Ghormach,29,Badghis,2901,Qala-e-Naw,224,32,,,
26-08-21,30,Hirat,3006,Pashtunzarghun,30,Hirat,3001,Hirat,476,68,,,
27-08-21,30,Hirat,3010,Adraskan,30,Hirat,3001,Hirat,112,16,,,
27-08-21,21,Ghor,2101,Chaghcharan,29,Badghis,2901,Qala-e-Naw,82,12,,,
27-08-21,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,427,61,,,
28-08-21,17,Kunduz,1701,Kunduz,3,Parwan,301,Charikar,35,5,,,
28-08-21,30,Hirat,3009,Ghoryan,30,Hirat,3001,Hirat,42,6,,,
28-08-21,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,462,66,,,
28-08-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,287,41,,,
29-08-21,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,532,75,,,
29-08-21,30,Hirat,3004,Zindajan,30,Hirat,3001,Hirat,70,10,,,
30-08-21,30,Hirat,3008,Gulran,30,Hirat,3001,Hirat,77,11,,,
30-08-21,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,348,58,,,
30-08-21,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,420,65,,,
30-08-21,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,285,45,,,
30-08-21,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,242,39,,,
30-08-21,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,215,30,,,
30-08-21,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,227,38,,,
30-08-21,3,Parwan,308,Koh-e-Safi,30,Hirat,3001,Hirat,21,3,,,
30-08-21,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,324,54,,,
30-08-21,15,Badakhshan,1504,Arghanjkhwa,30,Hirat,3001,Hirat,105,15,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,5544,792,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,3017,431,,,
31-08-21,16,Takhar,1601,Taloqan,16,Takhar,1601,Taloqan,3437,491,,,
31-08-21,16,Takhar,1601,Taloqan,16,Takhar,1601,Taloqan,5257,751,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,1778,254,,,
31-08-21,16,Takhar,1604,Bangi,16,Takhar,1601,Taloqan,1757,251,,,
31-08-21,3,Parwan,302,Jabalussaraj,1,Kabul,101,Kabul,140,20,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,2156,308,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,5544,792,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,3017,431,,,
31-08-21,16,Takhar,1601,Taloqan,16,Takhar,1601,Taloqan,231,33,,,
31-08-21,16,Takhar,1601,Taloqan,16,Takhar,1601,Taloqan,3437,491,,,
31-08-21,16,Takhar,1601,Taloqan,16,Takhar,1601,Taloqan,5257,751,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,1778,254,,,
31-08-21,17,Kunduz,1701,Kunduz,17,Kunduz,1701,Kunduz,1778,254,,,
31-08-21,16,Takhar,1604,Bangi,16,Takhar,1601,Taloqan,1757,251,,,
31-08-21,30,Hirat,3002,Injil,30,Hirat,3001,Hirat,56,8,,,
31-08-21,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,252,42,,,
31-08-21,29,Badghis,2901,Qala-e-Naw,30,Hirat,3001,Hirat,56,8,,,
31-08-21,18,Balkh,1808,Marmul,30,Hirat,3001,Hirat,140,20,,,
01-09-21,30,Hirat,3007,Karukh,30,Hirat,3001,Hirat,135,20,,,
01-09-21,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,174,32,,,
01-09-21,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,42,6,,,
01-09-21,9,Baghlan,907,Khenjan,30,Hirat,3001,Hirat,98,14,,,
02-09-21,30,Hirat,3013,Kushk-e-Kohna,30,Hirat,3001,Hirat,215,31,,,
02-09-21,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,350,48,,,
02-09-21,31,Farah,3101,Farah,30,Hirat,3001,Hirat,49,7,,,
02-09-21,25,Paktika,2509,Sarobi,30,Hirat,3001,Hirat,35,5,,,
03-09-21,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,142,21,,,
03-09-21,31,Farah,3111,Anardara,30,Hirat,3001,Hirat,28,4,,,
03-09-21,3,Parwan,308,Koh-e-Safi,30,Hirat,3001,Hirat,84,12,,,
04-09-21,8,Panjsher,803,Rukha,1,Kabul,101,Kabul,350,50,,,
04-09-21,30,Hirat,3012,Obe,30,Hirat,3001,Hirat,77,11,,,
04-09-21,28,Faryab,2802,Khwajasabzposh,30,Hirat,3001,Hirat,63,9,,,
04-09-21,16,Takhar,1601,Taloqan,30,Hirat,3001,Hirat,56,8,,,
05-09-21,8,Panjsher,801,Bazarak,1,Kabul,101,Kabul,350,50,,,
05-09-21,30,Hirat,3006,Pashtunzarghun,30,Hirat,3001,Hirat,112,16,,,
05-09-21,21,Ghor,2105,Shahrak,30,Hirat,3001,Hirat,56,8,,,
05-09-21,22,Daykundi,2201,Nili,30,Hirat,3001,Hirat,98,14,,,
06-09-21,8,Panjsher,804,Dara / Ab Shar,1,Kabul,101,Kabul,70,10,,,
06-09-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,651,93,,,
06-09-21,30,Hirat,3008,Gulran,30,Hirat,3001,Hirat,112,16,,,
06-09-21,33,Kandahar,3316,Maruf,30,Hirat,3001,Hirat,154,22,,,
07-09-21,2,Kapisa,206,Alasay,2,Kapisa,206,Alasay,350,50,,,
07-09-21,8,Panjsher,807,Paryan,1,Kabul,101,Kabul,280,40,,,
07-09-21,30,Hirat,3004,Zindajan,30,Hirat,3001,Hirat,87,11,,,
07-09-21,30,Hirat,3002,Injil,30,Hirat,3001,Hirat,112,16,,,
07-09-21,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,30,Hirat,3001,Hirat,105,15,,,
08-09-21,8,Panjsher,806,Onaba (Anawa),1,Kabul,101,Kabul,350,50,,,
08-09-21,3,Parwan,302,Jabalussaraj,1,Kabul,101,Kabul,119,17,,,
08-09-21,33,Kandahar,3301,Kandahar / Dand,30,Hirat,3001,Hirat,86,12,,,
08-09-21,30,Hirat,3006,Pashtunzarghun,30,Hirat,3001,Hirat,77,11,,,
08-09-21,34,Nimroz,3403,Charburjak,30,Hirat,3001,Hirat,98,14,,,
09-09-21,2,Kapisa,205,Tagab,2,Kapisa,205,Tagab,560,80,,,
09-09-21,8,Panjsher,805,Khenj (Hes-e-Awal),1,Kabul,101,Kabul,70,10,,,
09-09-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,114,20,,,
09-09-21,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,427,61,,,
09-09-21,1,Kabul,101,Kabul,30,Hirat,3001,Hirat,91,13,,,
10-09-21,2,Kapisa,202,Nejrab,2,Kapisa,202,Nejrab,147,21,,,
10-09-21,8,Panjsher,802,Shutul,1,Kabul,101,Kabul,140,20,,,
10-09-21,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,1,Kabul,101,Kabul,70,10,,,
10-09-21,8,Panjsher,803,Rukha,3,Parwan,302,Jabalussaraj,21,3,,,
10-09-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,133,19,,,
10-09-21,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,350,50,,,
11-09-21,8,Panjsher,801,Bazarak,1,Kabul,101,Kabul,280,40,,,
11-09-21,34,Nimroz,3401,Zaranj,30,Hirat,3001,Hirat,63,9,,,
11-09-21,29,Badghis,2903,Abkamari,30,Hirat,3001,Hirat,420,60,,,
12-09-21,8,Panjsher,805,Khenj (Hes-e-Awal),1,Kabul,101,Kabul,210,30,,,
12-09-21,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,1,Kabul,101,Kabul,140,20,,,
12-09-21,29,Badghis,2902,Muqur,30,Hirat,3001,Hirat,560,80,,,
13-09-21,8,Panjsher,803,Rukha,1,Kabul,101,Kabul,70,10,,,
13-09-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,140,20,,,
13-09-21,8,Panjsher,801,Bazarak,1,Kabul,101,Kabul,175,25,,,
13-09-21,13,Kunar,1304,Sarkani,13,Kunar,1304,Sarkani,98,14,,,
13-09-21,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,700,100,,,
14-09-21,8,Panjsher,807,Paryan,1,Kabul,101,Kabul,140,20,,,
14-09-21,8,Panjsher,802,Shutul,3,Parwan,305,Saydkhel,35,5,,,
14-09-21,29,Badghis,2901,Qala-e-Naw,30,Hirat,3001,Hirat,2450,350,,,
15-09-21,8,Panjsher,806,Onaba (Anawa),3,Parwan,301,Charikar,21,3,,,
15-09-21,31,Farah,3102,Bakwa,31,Farah,3101,Farah,48,7,,,
15-09-21,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,262,33,,,
15-09-21,31,Farah,3101,Farah,31,Farah,3101,Farah,169,27,,,
15-09-21,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,590,100,,,
15-09-21,29,Badghis,2903,Abkamari,30,Hirat,3001,Hirat,98,14,,,
15-09-21,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,1028,155,,,
15-09-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,840,120,,,
16-09-21,30,Hirat,3010,Adraskan,30,Hirat,3001,Hirat,77,11,,,
16-09-21,30,Hirat,3008,Gulran,30,Hirat,3001,Hirat,700,100,,,
16-09-21,21,Ghor,2102,Charsadra,21,Ghor,2101,Chaghcharan,330,55,,,
17-09-21,31,Farah,3111,Anardara,30,Hirat,3001,Hirat,70,10,,,
17-09-21,30,Hirat,3007,Karukh,30,Hirat,3001,Hirat,350,50,,,
17-09-21,21,Ghor,2106,Taywarah,21,Ghor,2101,Chaghcharan,360,60,,,
18-09-21,31,Farah,3108,Lash-e-Juwayn,31,Farah,3101,Farah,27,5,,,
18-09-21,31,Farah,3103,Balabuluk,30,Hirat,3001,Hirat,112,16,,,
18-09-21,30,Hirat,3012,Obe,30,Hirat,3001,Hirat,175,25,,,
18-09-21,21,Ghor,2107,Pasaband,21,Ghor,2101,Chaghcharan,270,45,,,
18-09-21,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,180,30,,,
19-09-21,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,161,23,,,
19-09-21,21,Ghor,2105,Shahrak,30,Hirat,3001,Hirat,175,25,,,
19-09-21,29,Badghis,2903,Abkamari,30,Hirat,3002,Injil,119,17,,,
20-09-21,8,Panjsher,801,Bazarak,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,140,20,,,
20-09-21,8,Panjsher,804,Dara / Ab Shar,1,Kabul,101,Kabul,490,70,,,
20-09-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,210,30,,,
20-09-21,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,41,7,,,
20-09-21,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,112,16,,,
20-09-21,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,43,8,,,
20-09-21,31,Farah,3107,Shibkoh,31,Farah,3101,Farah,15,2,,,
20-09-21,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,550,81,,,
20-09-21,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,98,14,,,
20-09-21,21,Ghor,2106,Taywarah,30,Hirat,3001,Hirat,168,24,,,
20-09-21,29,Badghis,2906,Balamurghab,30,Hirat,3002,Injil,182,26,,,
21-09-21,8,Panjsher,806,Onaba (Anawa),2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,70,10,,,
21-09-21,30,Hirat,3002,Injil,30,Hirat,3001,Hirat,119,17,,,
21-09-21,21,Ghor,2107,Pasaband,30,Hirat,3001,Hirat,126,18,,,
21-09-21,29,Badghis,2905,Jawand,30,Hirat,3002,Injil,14,2,,,
22-09-21,2,Kapisa,206,Alasay,2,Kapisa,201,Mahmud-e-Raqi,210,30,,,
22-09-21,31,Farah,3101,Farah,30,Hirat,3001,Hirat,84,12,,,
22-09-21,21,Ghor,2109,Tolak,30,Hirat,3001,Hirat,196,28,,,
22-09-21,29,Badghis,2907,Ghormach,30,Hirat,3002,Injil,28,4,,,
23-09-21,22,Daykundi,2205,Gizab / Patoo,22,Daykundi,2204,Kiti,2856,408,,,
23-09-21,30,Hirat,3009,Ghoryan,30,Hirat,3001,Hirat,63,9,,,
23-09-21,29,Badghis,2904,Qadis,30,Hirat,3002,Injil,140,20,,,
24-09-21,8,Panjsher,805,Khenj (Hes-e-Awal),1,Kabul,101,Kabul,259,37,,,
24-09-21,8,Panjsher,805,Khenj (Hes-e-Awal),1,Kabul,101,Kabul,259,37,,,
24-09-21,30,Hirat,3008,Gulran,30,Hirat,3001,Hirat,133,19,,,
24-09-21,29,Badghis,2901,Qala-e-Naw,30,Hirat,3002,Injil,70,10,,,
25-09-21,8,Panjsher,802,Shutul,1,Kabul,101,Kabul,140,20,,,
25-09-21,30,Hirat,3005,Guzara,30,Hirat,3001,Hirat,42,6,,,
25-09-21,29,Badghis,2902,Muqur,30,Hirat,3002,Injil,35,5,,,
26-09-21,8,Panjsher,807,Paryan,1,Kabul,101,Kabul,140,20,,,
26-09-21,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,70,10,,,
26-09-21,3,Parwan,302,Jabalussaraj,30,Hirat,3002,Injil,14,2,,,
27-09-21,8,Panjsher,806,Onaba (Anawa),1,Kabul,101,Kabul,140,20,,,
27-09-21,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,1,Kabul,101,Kabul,133,19,,,
27-09-21,30,Hirat,3007,Karukh,30,Hirat,3001,Hirat,210,30,,,
27-09-21,11,Ghazni,1117,Malestan,30,Hirat,3002,Injil,63,9,,,
28-09-21,8,Panjsher,807,Paryan,1,Kabul,101,Kabul,210,30,,,
28-09-21,8,Panjsher,806,Onaba (Anawa),1,Kabul,101,Kabul,350,50,,,
28-09-21,32,Hilmand,3204,Nawa-e-Barakzaiy,30,Hirat,3001,Hirat,203,29,,,
28-09-21,21,Ghor,2105,Shahrak,30,Hirat,3002,Injil,98,14,,,
29-09-21,8,Panjsher,804,Dara / Ab Shar,1,Kabul,101,Kabul,140,20,,,
29-09-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,70,10,,,
29-09-21,8,Panjsher,801,Bazarak,1,Kabul,101,Kabul,350,50,,,
29-09-21,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,112,16,,,
29-09-21,28,Faryab,2805,Almar,30,Hirat,3002,Injil,105,15,,,
30-09-21,8,Panjsher,806,Onaba (Anawa),2,Kapisa,201,Mahmud-e-Raqi,140,20,,,
30-09-21,8,Panjsher,803,Rukha,2,Kapisa,201,Mahmud-e-Raqi,70,10,,,
30-09-21,8,Panjsher,803,Rukha,1,Kabul,101,Kabul,350,50,,,
30-09-21,8,Panjsher,803,Rukha,1,Kabul,101,Kabul,98,14,,,
30-09-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,280,40,,,
30-09-21,8,Panjsher,806,Onaba (Anawa),1,Kabul,101,Kabul,280,40,,,
30-09-21,29,Badghis,2901,Qala-e-Naw,30,Hirat,3001,Hirat,392,56,,,
30-09-21,31,Farah,3105,Pushtrod,30,Hirat,3002,Injil,70,10,,,
01-10-21,31,Farah,3110,Purchaman,30,Hirat,3001,Hirat,245,35,,,
01-10-21,31,Farah,3103,Balabuluk,30,Hirat,3002,Injil,84,12,,,
02-10-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,189,27,,,
02-10-21,33,Kandahar,3303,Zheray,30,Hirat,3002,Injil,126,18,,,
03-10-21,30,Hirat,3004,Zindajan,30,Hirat,3001,Hirat,42,6,,,
03-10-21,17,Kunduz,1701,Kunduz,30,Hirat,3002,Injil,105,15,,,
04-10-21,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,140,20,,,
04-10-21,5,Logar,502,Khoshi,30,Hirat,3002,Injil,14,2,,,
05-10-21,2,Kapisa,202,Nejrab,1,Kabul,101,Kabul,70,10,,,
05-10-21,30,Hirat,3011,Farsi,30,Hirat,3001,Hirat,224,32,,,
05-10-21,6,Nangarhar,601,Jalalabad,30,Hirat,3002,Injil,70,10,,,
06-10-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,700,100,,,
06-10-21,30,Hirat,3013,Kushk-e-Kohna,30,Hirat,3001,Hirat,196,28,,,
06-10-21,30,Hirat,3010,Adraskan,30,Hirat,3002,Injil,105,15,,,
07-10-21,30,Hirat,3014,Kohsan,30,Hirat,3001,Hirat,210,30,,,
07-10-21,30,Hirat,3002,Injil,30,Hirat,3002,Injil,252,36,,,
08-10-21,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,91,13,,,
08-10-21,30,Hirat,3012,Obe,30,Hirat,3002,Injil,182,26,,,
09-10-21,29,Badghis,2901,Qala-e-Naw,30,Hirat,3001,Hirat,224,32,,,
09-10-21,30,Hirat,3006,Pashtunzarghun,30,Hirat,3002,Injil,357,51,,,
10-10-21,32,Hilmand,3202,Nahr-e-Saraj,30,Hirat,3001,Hirat,49,7,,,
10-10-21,30,Hirat,3003,Kushk,30,Hirat,3002,Injil,462,66,,,
10-10-21,31,Farah,3108,Lash-e-Juwayn,30,Hirat,3002,Injil,350,50,,,
11-10-21,21,Ghor,2106,Taywarah,30,Hirat,3001,Hirat,112,16,,,
11-10-21,30,Hirat,3004,Zindajan,30,Hirat,3002,Injil,49,7,,,
11-10-21,31,Farah,3109,Gulestan,30,Hirat,3002,Injil,350,50,,,
12-10-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,210,30,,,
12-10-21,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,35,5,,,
12-10-21,30,Hirat,3015,Shindand,30,Hirat,3002,Injil,602,86,,,
12-10-21,31,Farah,3110,Purchaman,30,Hirat,3002,Injil,350,50,,,
13-10-21,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,98,14,,,
13-10-21,30,Hirat,3009,Ghoryan,30,Hirat,3002,Injil,98,14,,,
13-10-21,31,Farah,3102,Bakwa,30,Hirat,3002,Injil,350,50,,,
14-10-21,4,Wardak,407,Saydabad,1,Kabul,101,Kabul,84,12,,,
14-10-21,21,Ghor,2105,Shahrak,30,Hirat,3001,Hirat,105,15,,,
14-10-21,21,Ghor,2103,DoLayna,30,Hirat,3001,Hirat,105,15,,,
14-10-21,29,Badghis,2901,Qala-e-Naw,30,Hirat,3001,Hirat,70,10,,,
14-10-21,30,Hirat,3007,Karukh,30,Hirat,3001,Hirat,56,8,,,
14-10-21,30,Hirat,3011,Farsi,30,Hirat,3002,Injil,28,4,,,
15-10-21,31,Farah,3110,Purchaman,30,Hirat,3001,Hirat,56,8,,,
15-10-21,30,Hirat,3013,Kushk-e-Kohna,30,Hirat,3002,Injil,238,34,,,
16-10-21,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,105,15,,,
16-10-21,30,Hirat,3003,Kushk,30,Hirat,3002,Injil,413,59,,,
17-10-21,31,Farah,3101,Farah,30,Hirat,3001,Hirat,140,20,,,
17-10-21,30,Hirat,3005,Guzara,30,Hirat,3002,Injil,273,39,,,
18-10-21,21,Ghor,2105,Shahrak,30,Hirat,3001,Hirat,1141,163,,,
18-10-21,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,182,26,,,
18-10-21,30,Hirat,3008,Gulran,30,Hirat,3002,Injil,735,105,,,
19-10-21,21,Ghor,2109,Tolak,30,Hirat,3001,Hirat,154,22,,,
19-10-21,30,Hirat,3001,Hirat,30,Hirat,3002,Injil,63,9,,,
20-10-21,11,Ghazni,1101,Ghazni,1,Kabul,101,Kabul,210,30,,,
20-10-21,22,Daykundi,2205,Gizab / Patoo,1,Kabul,101,Kabul,350,50,,,
20-10-21,32,Hilmand,3210,Kajaki,30,Hirat,3002,Injil,28,4,,,
09-11-21,4,Wardak,404,Hesa-e-Awal-e-Behsud,1,Kabul,101,Kabul,175,25,,,
09-11-21,4,Wardak,407,Saydabad,1,Kabul,101,Kabul,280,40,,,
16-11-21,4,Wardak,407,Saydabad,1,Kabul,101,Kabul,490,70,,,
22-11-21,2,Kapisa,205,Tagab,2,Kapisa,201,Mahmud-e-Raqi,63,9,,,
23-11-21,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,1,Kabul,101,Kabul,483,69,,,
25-11-21,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,1,Kabul,101,Kabul,490,70,,,
30-11-21,3,Parwan,301,Charikar,1,Kabul,101,Kabul,315,45,,,
